Photo Name,Latitude,Longitude,Altitude,Yaw,Pitch,Roll,Horizontal Accuracy,Vertical Accuracy
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122214_0108.JPG,25.357262794,46.452376017,695.484,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122217_0109.JPG,25.357271351,46.452512171,695.463,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122220_0110.JPG,25.357279213,46.452650173,695.453,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122223_0111.JPG,25.357286685,46.452785848,695.45,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122225_0112.JPG,25.357295366,46.452920887,695.443,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122228_0113.JPG,25.357303885,46.453056715,695.451,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122231_0114.JPG,25.357309144,46.453194696,695.446,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122234_0115.JPG,25.357317501,46.45333092,695.435,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122236_0116.JPG,25.357327686,46.453464159,695.457,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122239_0117.JPG,25.357336272,46.45360007,695.474,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122242_0118.JPG,25.357345711,46.453735062,695.463,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122245_0119.JPG,25.357354329,46.453870098,695.452,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122247_0120.JPG,25.357361344,46.4540075,695.441,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122250_0121.JPG,25.357369679,46.454145844,695.448,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122253_0122.JPG,25.357377844,46.454279962,695.452,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122256_0123.JPG,25.357387123,46.454418489,695.5,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122258_0124.JPG,25.357394252,46.454553758,695.491,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122301_0125.JPG,25.357400544,46.45468854,695.461,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122304_0126.JPG,25.357407884,46.454824233,695.447,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122306_0127.JPG,25.35741435,46.454960761,695.438,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122309_0128.JPG,25.357422805,46.455097315,695.421,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122312_0129.JPG,25.357432691,46.455231189,695.432,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122315_0130.JPG,25.357442012,46.455366156,695.481,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122317_0131.JPG,25.35745154,46.45550459,695.442,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122320_0132.JPG,25.35745875,46.455638747,695.473,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122323_0133.JPG,25.357466717,46.455774675,695.41,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122326_0134.JPG,25.357475715,46.455912523,695.403,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122328_0135.JPG,25.357483931,46.456047128,695.417,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122331_0136.JPG,25.357493049,46.456185655,695.418,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122334_0137.JPG,25.357501325,46.456321744,695.428,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122337_0138.JPG,25.357509737,46.456455438,695.445,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122339_0139.JPG,25.357517555,46.456590844,695.451,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122342_0140.JPG,25.357524411,46.456727296,695.419,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122345_0141.JPG,25.357532736,46.456863454,695.445,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122348_0142.JPG,25.357540622,46.456998521,695.425,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122350_0143.JPG,25.357548719,46.457132415,695.443,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122353_0144.JPG,25.357557556,46.457270047,695.467,-91.3,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122356_0145.JPG,25.357565355,46.457407416,695.463,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122359_0146.JPG,25.357574248,46.457542744,695.447,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122401_0147.JPG,25.357577596,46.45762201,695.451,88.6,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122403_0148.JPG,25.357563239,46.457624714,695.48,-42.7,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122406_0149.JPG,25.357493063,46.45768016,695.473,137.2,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122408_0150.JPG,25.357398216,46.457766034,695.417,-42.7,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122411_0151.JPG,25.357309897,46.457845521,695.473,-42.5,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122412_0152.JPG,25.35730009,46.457849013,695.46,-35.8,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122413_0153.JPG,25.357305214,46.457832647,695.487,-105.8,-89.9,0,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122416_0154.JPG,25.357309048,46.457757775,695.454,86.6,-89.9,180,0.03,0.06
C:/Users/janev/Desktop/DCIM/DJI_202103291204_006_Mapping3/DJI_20210329122419_0155.JPG,25.357302991,46.457629744,695.419,86.6,-89.9,180,0.03,0.06
